model_analyzed,command,hardware,purpose,result,status,issue_number,issue_title
nvidia/Qwen2.5-VL-7B-Instruct-FP8,python3 -m sglang.bench_serving --backend sglang-oai-chat --base-url http://0.0.0.0:30000 --model /home/admin/Qwen3-VL-8B-Instruct/ --tokenizer /home/admin/Qwen3-VL-8B-Instruct/ --dataset-name image --num-prompts 10 --image-count 7 --image-resolution 1120x700 --image-format jpeg --random-input-len 100 --random-output-len 100 --random-range-ratio 1 --apply-chat-template --max-concurrency 1,8x NVIDIA H20,Benchmark serving performance for image understanding tasks with 7 images per request.,Working: Achieved Input token throughput of 46.87 tok/s and Total throughput of 47.72 tok/s. Memory reported as stable at this low concurrency.,working,https://github.com/sgl-project/sglang/issues/13940,[Bug] Qwen3-VL: GPU memory steadily increases with image requests (ends in CUDA OOM)
nvidia/Qwen2.5-VL-7B-Instruct-FP8,SGLANG_MM_FEATURE_CACHE_MB=8192 SGLANG_USE_CUDA_IPC_TRANSPORT=1 SGLANG_VLM_CACHE_SIZE_MB=512 python -m sglang.launch_server --model-path /home/admin/Qwen3-VL-8B-Instruct/ --host 0.0.0.0 --port 8188 --trust-remote-code --tp-size 2 --enable-cache-report --log-level info --max-running-requests 48 --mem-fraction-static 0.7 --chunked-prefill-size 8192 --attention-backend flashinfer --mm-attention-backend fa3 --log-level debug --log-requests --log-requests-level 1,TP-size 2 (likely H20 or similar based on previous logs),Testing a workaround for the CUDA IPC memory leak by enlarging the multimodal feature cache to 8GB.,Working: Resolved the OOM issue previously seen at high concurrency (100) by allocating more memory for the feature cache.,working,https://github.com/sgl-project/sglang/issues/13940,[Bug] Qwen3-VL: GPU memory steadily increases with image requests (ends in CUDA OOM)
nvidia/Qwen2.5-VL-7B-Instruct-FP8,python -m sglang.launch_server --model-path Qwen/Qwen3-VL-8B-Instruct-FP8 --tp-size 1 --mem-fraction-static 0.7 --context-length 8192 --max-running-requests 128 --host 0.0.0.0 --port 7860 --enable-metrics,1x GPU,Retesting the original issue on the latest main branch after PR #14123 was merged.,"BROKEN: Despite the PR intended to fix the issue, the reporter found it still reproduces at TP=1 with no CUDA_IPC enabled. GPU memory usage graph shows linear growth to OOM.",broken,https://github.com/sgl-project/sglang/issues/13940,[Bug] Qwen3-VL: GPU memory steadily increases with image requests (ends in CUDA OOM)
nvidia/Qwen3-14B-FP8,python -m sglang.bench_one_batch --model-path Qwen/Qwen3-14B --batch 1 --input-len 16 32 64 128 256 512 --output-len 1 --enable-piecewise-cuda-graph,H100,Prefill-only benchmark to evaluate performance of the newly introduced piecewise CUDA graph feature with different input lengths on a single batch.,Benchmarked successfully. The PR description notes that piecewise CUDA graph improves prefill performance for short length inputs by reducing kernel launch overhead.,working,https://github.com/sgl-project/sglang/pull/10062,Piecewise CUDA Graph Support & Torch Compile Backend
nvidia/Qwen3-14B-FP8,docker run -d --gpus all --name sglang-qwen14b-fp8-v2 -v /var/models:/var/models -p 8000:8000 lmsysorg/sglang:blackwell python -m sglang.launch_server --model-path /var/models/Qwen3-14B-FP8 --host 0.0.0.0 --port 8000 --trust-remote-code --context-length 32000,RTX 5090 (Blackwell architecture),Reproduction of an AttributeError and crash when running Qwen3-14B-FP8 on Blackwell architecture using the lmsysorg/sglang:blackwell Docker image.,BROKEN: The server crashed during CUDA graph capture with a RuntimeError: 'Assertion error: Unknown recipe' in deepgemm. This was followed by an AttributeError: module 'cutlass' has no attribute 'CACHE_FILE'. It appears deepgemm did not yet support the sm_120 (RTX 5090) architecture at the time.,broken,https://github.com/sgl-project/sglang/issues/10533,[Bug] Blackwell + FP8 Model: AttributeError: module 'cutlass' has no attribute 'CACHE_FILE'
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.launch_server --model Qwen/Qwen3-235B-A22B --speculative-algorithm EAGLE3 --speculative-draft-model-path nvidia/Qwen3-235B-A22B-Eagle3 --speculative-num-steps 5 --speculative-eagle-topk 8 --speculative-num-draft-tokens 32 --mem-fraction-static 0.75 --tp 8 --ep 8 --context-length 8192 --trust-remote-code --host 0.0.0.0 --port 30000 --dtype bfloat16,"Not explicitly stated, but implies 8 or 16 GPUs based on --tp 8 --ep 8",Accuracy testing to verify compatibility with NVIDIA's released Eagle3 heads (nvidia/Qwen3-235B-A22B-Eagle3) after fixing a bug where ModelOpt checkpoints defaulted to FP8.,"Working. Successfully ran GSM8K benchmark with the server. Accuracy: 0.951, Latency: 204.845 s for 1319 samples.",working,https://github.com/sgl-project/sglang/pull/11991,[NVIDIA] Change default quant method for model_opt
nvidia/Qwen3-235B-A22B-FP8,python benchmark/kernels/fused_moe_triton/tuning_fused_moe_triton.py --model Qwen/Qwen3-235B-A22B-Instruct-2507 --tp-size 8 --dtype fp8_w8a8 --tune,NVIDIA H200,Tune the fused MoE Triton kernel for the Qwen3-235B FP8 model to optimize inference performance.,Approximately 8% improvement in inter-token latency. E2E benchmarking showed Mean TPOT improved from 7.50 ms to 7.10 ms.,working,https://github.com/sgl-project/sglang/pull/11730,add tuned fuse moe kernel for qwen3 235b fp8 on h200
nvidia/Qwen3-235B-A22B-FP8,python benchmark/kernels/fused_moe_triton/tuning_fused_moe_triton.py --model Qwen/Qwen3-235B-A22B-Instruct-2507 --tp-size 8 --dtype fp8_w8a8,NVIDIA H200,Benchmark the fused MoE Triton kernel performance for the Qwen3-235B FP8 model.,"Provided baseline and tuned kernel performance metrics across various batch sizes. For example, at batch size 1, kernel time reduced from 31.70 us to 27.84 us.",working,https://github.com/sgl-project/sglang/pull/11730,add tuned fuse moe kernel for qwen3 235b fp8 on h200
nvidia/Qwen3-235B-A22B-FP8,model=/models/nvme0/Qwen3-VL-235B-A22B-Instruct-FP8/ python -m sglang.launch_server --model-path ${model} --host 0.0.0.0 --port 9000 --tp 8 --ep 8,NVIDIA or AMD GPUs (8 GPUs inferred from tp=8),Launching the Qwen3-VL-235B multimodal model server to debug a bench_serving error where randomly generated tokens occasionally produce conflicting image tokens.,"Server runs, but client-side benchmarking leads to an error where the code assumes multiple images exist when only one image is provided, causing a crash during test execution.",broken,https://github.com/sgl-project/sglang/pull/13254,[BugFix] fix bench_serving error when multimodal image is testing
nvidia/Qwen3-235B-A22B-FP8,"python3 -m sglang.bench_serving --backend sglang --port 9000 --model ""/models/nvme0/Qwen3-VL-235B-A22B-Instruct-FP8/"" --dataset-name image --image-count 1 --max-concurrency 64 --image-resolution 800x800 --random-input-len 1000 --random-output-len 1000 --num-prompts 640",NVIDIA or AMD GPUs,Benchmarking multimodal model serving performance with image input and random text generation.,"Probabilistic failure: IndexError: index 1 is out of bounds for dimension 0 with size 1. This occurs because random token generation occasionally produces extra image tokens, confusing the processor which expected only one image.",broken,https://github.com/sgl-project/sglang/pull/13254,[BugFix] fix bench_serving error when multimodal image is testing
nvidia/Qwen3-235B-A22B-FP8,"CUDA_VISIBLE_DEVICES=4,5,6,7 python3 -m sglang.launch_server --model-path Qwen/Qwen3-235B-A22B-FP8 --tp 4 --host 0.0.0.0 --enable-piecewise-cuda-graph --piecewise-cuda-graph-compiler eager","Not explicitly stated in the first post (later comments mention 4090 24G*8 and H20, but not for this specific 235B run)",Testing piecewise CUDA graph support for the Qwen3-MoE model to improve performance and fix identified bugs like Dynamo FX node failures with fake tensors and LRU cache tracing issues.,Successful server launch followed by a benchmark achieving 5340.152 token/s output throughput and 0.923 accuracy on GSM8K with 2000 questions.,working,https://github.com/sgl-project/sglang/pull/11845,piecewise cuda graph support qwen3-moe
nvidia/Qwen3-235B-A22B-FP8,"CUDA_VISIBLE_DEVICES=4,5,6,7 python3 -m sglang.launch_server --model-path Qwen/Qwen3-235B-A22B-FP8 --tp 4 --host 0.0.0.0 --enable-piecewise-cuda-graph --piecewise-cuda-graph-compiler eager",Not explicitly stated in this comment (Yansiyu550 context),User yansiyu550 re-testing the suggested command from the PR description to verify piecewise CUDA graph features on the 235B FP8 model.,"Reported as part of a thread where smaller models (4B/30B) either showed no gain or failed, though a specific result for the 235B run in this comment was not detailed beyond re-quoting the original success.",working,https://github.com/sgl-project/sglang/pull/11845,piecewise cuda graph support qwen3-moe
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.launch_server --model-path /data1/models/Qwen3-235B-A22B-FP8/ --disable-radix-cache --host 0.0.0.0 --port 8000 --tp 4 --trust-remote-code --enable-metrics --served-model-name Qwen3-235B-A22B-FP8 --context-length 4096,NVIDIA H20 (TP4),Deploy model to test new fused MoE kernel configurations for Triton 3.3 on H20 GPUs.,Working. Throughput of 1.22 req/s and 958.69 total tok/s achieved with MoE config compared to 1.21 req/s and 951.30 total tok/s without it. ITL decreased from 23.30ms to 22.99ms.,working,https://github.com/sgl-project/sglang/pull/7631,Add H20 fused MoE kernel configs for Dpsk & Qwen3
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.bench_serving --tokenizer /data1/models/Qwen3-235B-A22B-FP8/ --host 0.0.0.0 --port 8000 --backend sglang --dataset-name random --random-input 1024 --random-output 512 --max-concurrency 8 --num-prompt 200,NVIDIA H20 (TP4),Benchmark the performance of Qwen3-235B-A22B-FP8 using the sglang serving backend to evaluate the impact of new MoE kernel optimizations.,"Benchmarking successful. With MoE config: Mean E2E Latency 6394.67 ms, Median TTFT 144.90 ms, Mean ITL 22.99 ms. Total token throughput 958.69 tok/s.",working,https://github.com/sgl-project/sglang/pull/7631,Add H20 fused MoE kernel configs for Dpsk & Qwen3
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.launch_server --model-path Qwen/Qwen3-235B-A22B-FP8 --tp 4 --host 0.0.0.0 --enable-piecewise-cuda-graph,"Not explicitly stated, but log mentions NVIDIA B200 and 175.55 GB available memory",Testing the newly introduced Piecewise CUDA Graph support on the Qwen3-235B-A22B-FP8 model with Tensor Parallelism of 4.,BROKEN: The server fails with a fatal C++ error: 'Only a single TORCH_LIBRARY can be used to register the namespace _C'. This occurred during the loading of the 'weak_ref_tensor_ext' extension after CUDA graph capture completed.,broken,https://github.com/sgl-project/sglang/pull/10062,Piecewise CUDA Graph Support & Torch Compile Backend
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.launch_server --model-path /work/models --served-model-name qwen3 --tp 2 --port 39992 --host 0.0.0.0 --log-level info --enable-metrics --enable-p2p-check --attention-backend fa3 --enable-piecewise-cuda-graph,"2x GPUs (CUDA_VISIBLE_DEVICES=0,1)",Testing piecewise CUDA graph with Tensor Parallelism (TP=2) and FlashAttention 3 (fa3) backend on a Qwen3-235B variant (referenced as qwen3/Qwen3-30B-A3B-FP8 in context).,"BROKEN: The scheduler hit an AssertionError during the capture phase in `rotary_embedding.py`. Specifically, it failed during `torch._dynamo` graph tracing with an 'AssertionError' related to `fused_set_kv_buffer_arg`.",broken,https://github.com/sgl-project/sglang/pull/10062,Piecewise CUDA Graph Support & Torch Compile Backend
nvidia/Qwen3-235B-A22B-FP8,"SGLANG_VLM_MAX_IMAGES_PER_VIT=32 SGLANG_VLM_MAX_PATCHES_PER_VIT=10000 python -m sglang.launch_server --model-path Qwen/Qwen3-VL-235B-A22B-Instruct-FP8 --host 0.0.0.0 --port 30000 --tp 8 --ep 8 --mem-fraction-static 0.55 --max-running-requests 8 --mm-enable-dp-encoder --model-loader-extra-config '{""enable_multithread_load"": true, ""num_threads"": 2}'",8 GPUs (suggested by TP8/EP8 configuration),Launch a multimodal server to test handling of high-volume visual data (500 images) with Qwen3-VL-235B-A22B-Instruct-FP8.,"BROKEN: Before the PR, the scheduler hit a `torch.OutOfMemoryError: CUDA out of memory` when trying to allocate 4.95 GiB while processing 500 images, because all images were processed in one forward pass.",broken,https://github.com/sgl-project/sglang/pull/14907,[VLM] Support chunked vit attention
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.bench_serving --backend sglang-oai-chat --dataset-name image --num-prompts 1 --apply-chat-template --random-input-len 128 --random-output-len 32 --image-resolution 560x560 --image-format jpeg --image-count 500 --image-content random --random-range-ratio 0.1 --port 30000 --max-concurrency 1,8 GPUs (TP8/EP8),Benchmark serving performance for a request containing 500 images to verify the fix for OOM.,"WORKING: Successfully processed 500 images with 163,060 input tokens (163,000 vision) and 14 output tokens. Total throughput was 5444.20 tok/s with a TTFT of 29.7s.",working,https://github.com/sgl-project/sglang/pull/14907,[VLM] Support chunked vit attention
nvidia/Qwen3-235B-A22B-FP8,python3 -m lmms_eval --model openai_compatible --model_args model_version=Qwen/Qwen3-VL-235B-A22B-Instruct-FP8 --tasks mmmu_val --batch_size 16,Not specified,Accuracy testing using the MMMU validation task to ensure no performance degradation after implementing chunked ViT attention.,"WORKING: Achieved an overall accuracy of 0.6378 on mmmu_val tasks, demonstrating that there was no accuracy drop compared to the main branch.",working,https://github.com/sgl-project/sglang/pull/14907,[VLM] Support chunked vit attention
nvidia/Qwen3-235B-A22B-FP8,SGLANG_ALLOW_OVERWRITE_LONGER_CONTEXT_LEN=1 SGLANG_ENABLE_SPEC_V2=1 python -m sglang.launch_server --model Qwen/Qwen3-235B-A22B-Instruct-2507-FP8 --trust-remote-code --tp 4 --speculative-algorithm EAGLE3 --speculative-draft-model-path lmsys/Qwen3-235B-A22B-EAGLE3 --speculative-num-steps 7 --speculative-eagle-topk 1 --speculative-num-draft-tokens 8,NVIDIA B200 GPU (4x TP),Testing model on Blackwell architecture without the manual FlashInfer workaround to confirm the NaN failure. Testing speculative decoding v2 with EAGLE3.,BROKEN: Crash with 'probability tensor contains inf/nan' due to DeepGEMM's UE8M0 scale format causing numerical instability on Blackwell.,broken,https://github.com/sgl-project/sglang/pull/13788,Auto-enable FlashInfer FP8 GEMM kernel for Blackwell GPUs
nvidia/Qwen3-235B-A22B-FP8,SGLANG_ENABLE_FLASHINFER_FP8_GEMM=1 SGLANG_ALLOW_OVERWRITE_LONGER_CONTEXT_LEN=1 SGLANG_ENABLE_SPEC_V2=1 python -m sglang.launch_server --model Qwen/Qwen3-235B-A22B-Instruct-2507-FP8 --trust-remote-code --tp 4 --speculative-algorithm EAGLE3 --speculative-draft-model-path lmsys/Qwen3-235B-A22B-EAGLE3 --speculative-num-steps 7 --speculative-eagle-topk 1 --speculative-num-draft-tokens 8,NVIDIA B200 GPU (4x TP),Testing the manual workaround by enabling FlashInfer's FP8 GEMM kernel to resolve NaN errors on Blackwell GPUs.,Working as confirmed in #13757. Model loads and runs without device-side assertions or inf/nan in sampling probabilities.,working,https://github.com/sgl-project/sglang/pull/13788,Auto-enable FlashInfer FP8 GEMM kernel for Blackwell GPUs
nvidia/Qwen3-235B-A22B-FP8,SGLANG_ALLOW_OVERWRITE_LONGER_CONTEXT_LEN=1 SGLANG_ENABLE_SPEC_V2=1 python -m sglang.launch_server --model Qwen/Qwen3-235B-A22B-Instruct-2507-FP8 --trust-remote-code --tp 4 --speculative-algorithm EAGLE3 --speculative-draft-model-path lmsys/Qwen3-235B-A22B-EAGLE3 --speculative-num-steps 7 --speculative-eagle-topk 1 --speculative-num-draft-tokens 8,NVIDIA B200 GPU (4x TP),Validation of the PR's automatic detection logic which auto-enables FlashInfer FP8 GEMM on Blackwell GPUs without manual env vars.,Working. Server auto-detects Blackwell + FP8 and enables FlashInfer. Logs confirm: 'Auto-enabled FlashInfer FP8 GEMM kernel for Blackwell GPU...',working,https://github.com/sgl-project/sglang/pull/13788,Auto-enable FlashInfer FP8 GEMM kernel for Blackwell GPUs
nvidia/Qwen3-235B-A22B-FP8,python3 benchmark/gsm8k/bench_sglang.py --num-shots 8 --num-questions 1319 --parallel 1319,NVIDIA B200 GPU (4x TP),GSM8K benchmark to validate accuracy and performance after fixing the NaN issue on Blackwell.,"Working. Accuracy: 0.957, Latency: 168.655 s, Output throughput: 1138.072 token/s. Completed successfully without NaN errors.",working,https://github.com/sgl-project/sglang/pull/13788,Auto-enable FlashInfer FP8 GEMM kernel for Blackwell GPUs
